,book,id,level,level_label,seed,word,word_count
763,King James Bible,17,2,Level 2,hell,pangs,0
764,King James Bible,19,1,Level 1,hell,death,372
765,King James Bible,20,2,Level 2,hell,prevented,0
766,King James Bible,21,2,Level 2,hell,life,0
767,King James Bible,22,2,Level 2,hell,soul,0
768,King James Bible,24,2,Level 2,hell,grave,0
769,King James Bible,25,1,Level 1,hell,deeper,9
770,King James Bible,26,2,Level 2,hell,skin,0
771,King James Bible,27,2,Level 2,hell,scall,0
772,King James Bible,28,2,Level 2,hell,reddish,0
773,King James Bible,29,2,Level 2,hell,pronounce,0
774,King James Bible,30,2,Level 2,hell,scab,0
775,Quran,0,0,Level 0,hell,hell,111
776,Quran,1,1,Level 1,hell,thither,12
777,Quran,2,2,Level 2,hell,journey,0
778,Quran,3,2,Level 2,hell,wretched,0
779,Quran,4,2,Level 2,hell,burned,0
780,Quran,5,2,Level 2,hell,sie,0
781,Quran,6,2,Level 2,hell,liii,0
782,Quran,7,1,Level 1,hell,fire,160
783,Quran,9,2,Level 2,hell,flaming,0
784,Quran,10,2,Level 2,hell,torment,0
785,Quran,11,2,Level 2,hell,molten,0
786,Quran,13,1,Level 1,hell,wretched,29
787,Quran,18,2,Level 2,hell,couch,0
788,Quran,19,1,Level 1,hell,haughty,6
789,Quran,20,2,Level 2,hell,loved,0
790,Quran,21,2,Level 2,hell,behaved,0
791,Quran,22,2,Level 2,hell,ones,0
792,Quran,23,2,Level 2,hell,proudly,0
793,Quran,25,1,Level 1,hell,couch,6
794,Quran,26,2,Level 2,hell,pleasant,0
795,Quran,27,2,Level 2,hell,lit.,0
796,Quran,28,2,Level 2,hell,parable,0
797,Quran,30,2,Level 2,hell,xxxv,0
798,Mahabharata,0,0,Level 0,hell,hell,43
799,Mahabharata,1,1,Level 1,hell,everlasting,17
800,Mahabharata,2,2,Level 2,hell,defects,0
801,Mahabharata,4,2,Level 2,hell,invariably,0
802,Mahabharata,5,2,Level 2,hell,regions,0
803,Mahabharata,6,2,Level 2,hell,bliss,0
804,Mahabharata,7,1,Level 1,hell,sinketh,8
805,Mahabharata,8,2,Level 2,hell,ascendeth,0
806,Mahabharata,10,2,Level 2,hell,stupefied,0
807,Mahabharata,11,2,Level 2,hell,twigs,0
808,Mahabharata,12,2,Level 2,hell,meeteth,0
809,Mahabharata,13,1,Level 1,hell,heaven,399
810,Mahabharata,14,2,Level 2,hell,dwellers,0
811,Mahabharata,17,2,Level 2,hell,earth,0
812,Mahabharata,18,2,Level 2,hell,firmament,0
813,Mahabharata,19,1,Level 1,hell,pit,9
814,Mahabharata,20,2,Level 2,hell,saving,0
815,Mahabharata,21,2,Level 2,hell,downwards,0
816,Mahabharata,23,2,Level 2,hell,nether,0
817,Mahabharata,24,2,Level 2,hell,ancestors,0
818,Mahabharata,25,1,Level 1,hell,bondage,8
819,Mahabharata,26,2,Level 2,hell,relieved,0
820,Mahabharata,27,2,Level 2,hell,kadru,0
821,Mahabharata,28,2,Level 2,hell,wager,0
822,Mahabharata,29,2,Level 2,hell,sires,0
823,Mahabharata,30,2,Level 2,hell,slavery,0
824,Gospel of Buddha,0,0,Level 0,heaven,heaven,30
825,Gospel of Buddha,1,1,Level 1,heaven,mirage,5
826,Gospel of Buddha,2,2,Level 2,heaven,hope,0
827,Gospel of Buddha,3,2,Level 2,heaven,a.,0
828,Gospel of Buddha,5,2,Level 2,heaven,compounds,0
829,Gospel of Buddha,6,2,Level 2,heaven,begets,0
830,Gospel of Buddha,7,1,Level 1,heaven,redounding,5
831,Gospel of Buddha,8,2,Level 2,heaven,smith,0
832,Gospel of Buddha,9,2,Level 2,heaven,abstaining,0
833,Gospel of Buddha,10,2,Level 2,heaven,chunda,0
834,Gospel of Buddha,11,2,Level 2,heaven,dp,0
835,Gospel of Buddha,12,2,Level 2,heaven,inheritance,0
836,Gospel of Buddha,13,1,Level 1,heaven,hope,9
837,Gospel of Buddha,15,2,Level 2,heaven,energy,0
838,Gospel of Buddha,16,2,Level 2,heaven,attaining,0
839,Gospel of Buddha,18,2,Level 2,heaven,thirsty,0
840,Gospel of Buddha,19,1,Level 1,heaven,m?y?-dev?,5
841,Gospel of Buddha,20,2,Level 2,heaven,sister,0
842,Gospel of Buddha,21,2,Level 2,heaven,fragrant,0
843,Gospel of Buddha,22,2,Level 2,heaven,beautiful,0
844,Gospel of Buddha,23,2,Level 2,heaven,ea,0
845,Gospel of Buddha,24,2,Level 2,heaven,dwelt,0
846,Gospel of Buddha,25,1,Level 1,heaven,exist,9
847,Gospel of Buddha,27,2,Level 2,heaven,forbidden,0
848,Gospel of Buddha,28,2,Level 2,heaven,anglicised,0
849,Gospel of Buddha,29,2,Level 2,heaven,correct,0
850,Gospel of Buddha,30,2,Level 2,heaven,space,0
851,Gita,0,0,Level 0,heaven,heaven,18
852,Gita,1,1,Level 1,heaven,utmost,9
853,Gita,2,2,Level 2,heaven,attain,0
854,Gita,3,2,Level 2,heaven,ends,0
855,Gita,4,2,Level 2,heaven,last,0
856,Gita,5,2,Level 2,heaven,taking,0
857,Gita,6,2,Level 2,heaven,whole,0
858,Gita,7,1,Level 1,heaven,lords,5
859,Gita,8,2,Level 2,heaven,bright,0
860,Gita,9,2,Level 2,heaven,bhishma,0
861,Gita,10,2,Level 2,heaven,burning,0
862,Gita,11,2,Level 2,heaven,moon,0
863,Gita,12,2,Level 2,heaven,subtle,0
864,Gita,13,1,Level 1,heaven,burning,8
865,Gita,16,2,Level 2,heaven,blood,0
866,Gita,18,2,Level 2,heaven,beams,0
867,Gita,19,1,Level 1,heaven,earth,24
868,Gita,22,2,Level 2,heaven,thousand,0
869,Gita,23,2,Level 2,heaven,bound,0
870,Gita,24,2,Level 2,heaven,nowhere,0
871,Gita,25,1,Level 1,heaven,name,6
872,Gita,26,2,Level 2,heaven,four,0
873,Gita,27,2,Level 2,heaven,sight,0
874,Gita,28,2,Level 2,heaven,holding,0
875,Gita,29,2,Level 2,heaven,dread,0
876,Gita,30,2,Level 2,heaven,higher,0
877,King James Bible,0,0,Level 0,heaven,heaven,582
878,King James Bible,1,1,Level 1,heaven,earth,987
879,King James Bible,2,2,Level 2,heaven,heavens,0
880,King James Bible,4,2,Level 2,heaven,ends,0
881,King James Bible,5,2,Level 2,heaven,kingdoms,0
882,King James Bible,6,2,Level 2,heaven,waters,0
883,King James Bible,7,1,Level 1,heaven,angels,94
884,King James Bible,9,2,Level 2,heaven,world,0
885,King James Bible,10,2,Level 2,heaven,seemed,0
886,King James Bible,11,2,Level 2,heaven,devil,0
887,King James Bible,12,2,Level 2,heaven,lights,0
888,King James Bible,13,1,Level 1,heaven,heavens,134
889,King James Bible,16,2,Level 2,heaven,clouds,0
890,King James Bible,17,2,Level 2,heaven,skies,0
891,King James Bible,18,2,Level 2,heaven,faithfulness,0
892,King James Bible,19,1,Level 1,heaven,stars,51
893,King James Bible,20,2,Level 2,heaven,moon,0
894,King James Bible,21,2,Level 2,heaven,sun,0
895,King James Bible,22,2,Level 2,heaven,2:31,0
896,King James Bible,25,1,Level 1,heaven,fowls,55
897,King James Bible,26,2,Level 2,heaven,air,0
898,King James Bible,27,2,Level 2,heaven,beasts,0
899,King James Bible,28,2,Level 2,heaven,fowl,0
900,King James Bible,29,2,Level 2,heaven,carcases,0
901,King James Bible,30,2,Level 2,heaven,kind,0
902,Quran,0,0,Level 0,heaven,heaven,130
903,Quran,1,1,Level 1,heaven,earth,411
904,Quran,2,2,Level 2,heaven,heavens,0
905,Quran,4,2,Level 2,heaven,god,0
906,Quran,5,2,Level 2,heaven,lord,0
907,Quran,6,2,Level 2,heaven,praiseth,0
908,Quran,7,1,Level 1,heaven,heavens,195
909,Quran,11,2,Level 2,heaven,mounted,0
910,Quran,12,2,Level 2,heaven,six,0
911,Quran,13,1,Level 1,heaven,herbs,5
912,Quran,14,2,Level 2,heaven,grapes,0
913,Quran,15,2,Level 2,heaven,various,0
914,Quran,16,2,Level 2,heaven,food,0
915,Quran,17,2,Level 2,heaven,bend,0
916,Quran,18,2,Level 2,heaven,rained,0
917,Quran,19,1,Level 1,heaven,swiftly,6
918,Quran,20,2,Level 2,heaven,81,0
919,Quran,21,2,Level 2,heaven,move,0
920,Quran,22,2,Level 2,heaven,gathering,0
921,Quran,23,2,Level 2,heaven,needs,0
922,Quran,24,2,Level 2,heaven,stars,0
923,Quran,25,1,Level 1,heaven,passeth,5
924,Quran,26,2,Level 2,heaven,rebellious,0
925,Quran,27,2,Level 2,heaven,standing,0
926,Quran,28,2,Level 2,heaven,gates,0
927,Quran,29,2,Level 2,heaven,every,0
928,Quran,30,2,Level 2,heaven,persian,0
929,Mahabharata,0,0,Level 0,heaven,heaven,399
930,Mahabharata,1,1,Level 1,heaven,dwellers,57
931,Mahabharata,3,2,Level 2,heaven,heaven.,0
932,Mahabharata,4,2,Level 2,heaven,nandana,0
933,Mahabharata,5,2,Level 2,heaven,aswasena,0
934,Mahabharata,6,2,Level 2,heaven,attendance,0
935,Mahabharata,7,1,Level 1,heaven,regions,255
936,Mahabharata,9,2,Level 2,heaven,attain,0
937,Mahabharata,10,2,Level 2,heaven,felicity,0
938,Mahabharata,11,2,Level 2,heaven,region,0
939,Mahabharata,12,2,Level 2,heaven,bliss,0
940,Mahabharata,13,1,Level 1,heaven,hell,43
941,Mahabharata,14,2,Level 2,heaven,everlasting,0
942,Mahabharata,15,2,Level 2,heaven,sinketh,0
943,Mahabharata,17,2,Level 2,heaven,pit,0
944,Mahabharata,18,2,Level 2,heaven,bondage,0
945,Mahabharata,19,1,Level 1,heaven,earth,963
946,Mahabharata,20,2,Level 2,heaven,whole,0
947,Mahabharata,21,2,Level 2,heaven,belt,0
948,Mahabharata,22,2,Level 2,heaven,entire,0
949,Mahabharata,23,2,Level 2,heaven,asunder,0
950,Mahabharata,25,1,Level 1,heaven,firmament,92
951,Mahabharata,26,2,Level 2,heaven,stars,0
952,Mahabharata,27,2,Level 2,heaven,planets,0
953,Mahabharata,28,2,Level 2,heaven,studded,0
954,Mahabharata,29,2,Level 2,heaven,sky,0
955,Mahabharata,30,2,Level 2,heaven,clouds,0
956,Gospel of Buddha,0,0,Level 0,salvation,salvation,55
957,Gospel of Buddha,1,1,Level 1,salvation,assistance,6
958,Gospel of Buddha,2,2,Level 2,salvation,need,0
959,Gospel of Buddha,3,2,Level 2,salvation,fast,0
960,Gospel of Buddha,5,2,Level 2,salvation,tranquillity,0
961,Gospel of Buddha,6,2,Level 2,salvation,distress,0
962,Gospel of Buddha,7,1,Level 1,salvation,assured,6
963,Gospel of Buddha,8,2,Level 2,salvation,final,0
964,Gospel of Buddha,9,2,Level 2,salvation,sin,0
965,Gospel of Buddha,10,2,Level 2,salvation,extinction,0
966,Gospel of Buddha,12,2,Level 2,salvation,attained,0
967,Gospel of Buddha,13,1,Level 1,salvation,speaking,7
968,Gospel of Buddha,14,2,Level 2,salvation,altogether,0
969,Gospel of Buddha,15,2,Level 2,salvation,opposite,0
970,Gospel of Buddha,16,2,Level 2,salvation,way,0
971,Gospel of Buddha,17,2,Level 2,salvation,door,0
972,Gospel of Buddha,18,2,Level 2,salvation,oneself,0
973,Gospel of Buddha,19,1,Level 1,salvation,locality,6
974,Gospel of Buddha,20,2,Level 2,salvation,harvest,0
975,Gospel of Buddha,21,2,Level 2,salvation,dwelling-place,0
976,Gospel of Buddha,22,2,Level 2,salvation,nirv?na,0
977,Gospel of Buddha,23,2,Level 2,salvation,speech,0
978,Gospel of Buddha,24,2,Level 2,salvation,views,0
979,Gospel of Buddha,25,1,Level 1,salvation,maker,9
980,Gospel of Buddha,26,2,Level 2,salvation,absolute,0
981,Gospel of Buddha,27,2,Level 2,salvation,veil,0
982,Gospel of Buddha,28,2,Level 2,salvation,i?vara,0
983,Gospel of Buddha,29,2,Level 2,salvation,m?y?,0
984,Gospel of Buddha,30,2,Level 2,salvation,eradication,0
985,King James Bible,0,0,Level 0,salvation,salvation,164
986,King James Bible,1,1,Level 1,salvation,righteousness,305
987,King James Bible,2,2,Level 2,salvation,judgment,0
988,King James Bible,4,2,Level 2,salvation,truth,0
989,King James Bible,5,2,Level 2,salvation,equity,0
990,King James Bible,6,2,Level 2,salvation,deceitful,0
991,King James Bible,7,1,Level 1,salvation,god,4467
992,King James Bible,8,2,Level 2,salvation,lord,0
993,King James Bible,11,2,Level 2,salvation,christ,0
994,King James Bible,12,2,Level 2,salvation,spirit,0
995,King James Bible,13,1,Level 1,salvation,shield,45
996,King James Bible,14,2,Level 2,salvation,buckler,0
997,King James Bible,15,2,Level 2,salvation,helmet,0
998,King James Bible,17,2,Level 2,salvation,rereward,0
999,King James Bible,18,2,Level 2,salvation,sheath,0
1000,King James Bible,19,1,Level 1,salvation,hope,129
1001,King James Bible,20,2,Level 2,salvation,faith,0
1002,King James Bible,23,2,Level 2,salvation,patience,0
1003,King James Bible,24,2,Level 2,salvation,promise,0
1004,King James Bible,25,1,Level 1,salvation,strength,242
1005,King James Bible,27,2,Level 2,salvation,arm,0
1006,King James Bible,28,2,Level 2,salvation,mightily,0
1007,King James Bible,29,2,Level 2,salvation,comeliness,0
1008,King James Bible,30,2,Level 2,salvation,help,0
1009,Mahabharata,0,0,Level 0,salvation,salvation,52
1010,Mahabharata,1,1,Level 1,salvation,indication,5
1011,Mahabharata,2,2,Level 2,salvation,chance,0
1012,Mahabharata,3,2,Level 2,salvation,identity,0
1013,Mahabharata,5,2,Level 2,salvation,mole,0
1014,Mahabharata,6,2,Level 2,salvation,spontaneously,0
1015,Mahabharata,7,1,Level 1,salvation,supreme,116
1016,Mahabharata,8,2,Level 2,salvation,spirit,0
1017,Mahabharata,9,2,Level 2,salvation,brahma,0
1018,Mahabharata,10,2,Level 2,salvation,deity,0
1019,Mahabharata,11,2,Level 2,salvation,soul,0
1020,Mahabharata,12,2,Level 2,salvation,lord,0
1021,Mahabharata,13,1,Level 1,salvation,religion,106
1022,Mahabharata,14,2,Level 2,salvation,profit,0
1023,Mahabharata,15,2,Level 2,salvation,virtue,0
1024,Mahabharata,16,2,Level 2,salvation,doubteth,0
1025,Mahabharata,17,2,Level 2,salvation,precepts,0
1026,Mahabharata,18,2,Level 2,salvation,true,0
1027,Mahabharata,19,1,Level 1,salvation,sankhya,6
1028,Mahabharata,20,2,Level 2,salvation,philosophy,0
1029,Mahabharata,21,2,Level 2,salvation,system,0
1030,Mahabharata,22,2,Level 2,salvation,anuvinda,0
1031,Mahabharata,23,2,Level 2,salvation,mystery,0
1032,Mahabharata,24,2,Level 2,salvation,taught,0
1033,Mahabharata,25,1,Level 1,salvation,identity,7
1034,Mahabharata,26,2,Level 2,salvation,jointly,0
1035,Mahabharata,28,2,Level 2,salvation,discovereth,0
1036,Mahabharata,30,2,Level 2,salvation,celebrity,0
1037,Gospel of Buddha,0,0,Level 0,hate,hate,8
1038,Gospel of Buddha,1,1,Level 1,hate,happily,6
1039,Gospel of Buddha,2,2,Level 2,hate,greedy,0
1040,Gospel of Buddha,4,2,Level 2,hate,ailments,0
1041,Gospel of Buddha,5,2,Level 2,hate,rather,0
1042,Gospel of Buddha,6,2,Level 2,hate,live,0
1043,Gospel of Buddha,7,1,Level 1,hate,greedy,7
1044,Gospel of Buddha,10,2,Level 2,hate,trying,0
1045,Gospel of Buddha,11,2,Level 2,hate,suffered,0
1046,Gospel of Buddha,12,2,Level 2,hate,generations,0
1047,Gospel of Buddha,13,1,Level 1,hate,tranquillity,8
1048,Gospel of Buddha,14,2,Level 2,hate,second,0
1049,Gospel of Buddha,15,2,Level 2,hate,perfect,0
1050,Gospel of Buddha,17,2,Level 2,hate,retire,0
1051,Gospel of Buddha,18,2,Level 2,hate,assistance,0
1052,Gospel of Buddha,19,1,Level 1,hate,standing,9
1053,Gospel of Buddha,20,2,Level 2,hate,walking,0
1054,Gospel of Buddha,21,2,Level 2,hate,drinking,0
1055,Gospel of Buddha,22,2,Level 2,hate,sitting,0
1056,Gospel of Buddha,23,2,Level 2,hate,steadfast,0
1057,Gospel of Buddha,24,2,Level 2,hate,cripple,0
1058,Gospel of Buddha,25,1,Level 1,hate,reasoning,6
1059,Gospel of Buddha,26,2,Level 2,hate,ceases,0
1060,Gospel of Buddha,27,2,Level 2,hate,sensations,0
1061,Gospel of Buddha,28,2,Level 2,hate,ideas,0
1062,Gospel of Buddha,29,2,Level 2,hate,craving,0
1063,Gospel of Buddha,30,2,Level 2,hate,cease,0
1064,King James Bible,0,0,Level 0,hate,hate,87
1065,King James Bible,1,1,Level 1,hate,wrongfully,7
1066,King James Bible,3,2,Level 2,hate,esteem,0
1067,King James Bible,4,2,Level 2,hate,widow,0
1068,King James Bible,5,2,Level 2,hate,enemies,0
1069,King James Bible,6,2,Level 2,hate,comfort,0
1070,King James Bible,7,1,Level 1,hate,love,311
1071,King James Bible,8,2,Level 2,hate,abound,0
1072,King James Bible,10,2,Level 2,hate,commandments,0
1073,King James Bible,11,2,Level 2,hate,keepeth,0
1074,King James Bible,12,2,Level 2,hate,patience,0
1075,King James Bible,13,1,Level 1,hate,abhor,19
1076,King James Bible,14,2,Level 2,hate,pervert,0
1077,King James Bible,15,2,Level 2,hate,destroy,0
1078,King James Bible,17,2,Level 2,hate,defile,0
1079,King James Bible,18,2,Level 2,hate,delighteth,0
1080,King James Bible,19,1,Level 1,hate,enemies,269
1081,King James Bible,20,2,Level 2,hate,enemy,0
1082,King James Bible,21,2,Level 2,hate,mine,0
1083,King James Bible,22,2,Level 2,hate,thine,0
1084,King James Bible,23,2,Level 2,hate,repay,0
1085,King James Bible,24,2,Level 2,hate,hand,0
1086,King James Bible,25,1,Level 1,hate,hatest,6
1087,King James Bible,26,2,Level 2,hate,lovest,0
1088,King James Bible,27,2,Level 2,hate,throughly,0
1089,King James Bible,28,2,Level 2,hate,alienated,0
1090,King James Bible,29,2,Level 2,hate,requite,0
1091,Meditation,0,0,Level 0,hate,hate,5
1092,Meditation,1,1,Level 1,hate,modesty,10
1093,Meditation,3,2,Level 2,hate,enjoy,0
1094,Meditation,4,2,Level 2,hate,requireth,0
1095,Meditation,5,2,Level 2,hate,committed,0
1096,Meditation,6,2,Level 2,hate,daily,0
1097,Meditation,7,1,Level 1,hate,error,12
1098,Meditation,9,2,Level 2,hate,gentle,0
1099,Meditation,10,2,Level 2,hate,ignorance,0
1100,Meditation,11,2,Level 2,hate,charitable,0
1101,Meditation,12,2,Level 2,hate,transgress,0
1102,Meditation,13,1,Level 1,hate,lust,10
1103,Meditation,14,2,Level 2,hate,sins,0
1104,Meditation,17,2,Level 2,hate,secret,0
1105,Meditation,18,2,Level 2,hate,lie,0
1106,Meditation,19,1,Level 1,hate,wills,8
1107,Meditation,20,2,Level 2,hate,offend,0
1108,Meditation,22,2,Level 2,hate,depend,0
1109,Meditation,24,2,Level 2,hate,sin,0
1110,Meditation,25,1,Level 1,hate,possible,22
1111,Meditation,27,2,Level 2,hate,seeking,0
1112,Meditation,28,2,Level 2,hate,begun,0
1113,Meditation,29,2,Level 2,hate,imagination,0
1114,Meditation,30,2,Level 2,hate,certainly,0
